"Conta_Total","Gorjeta","Genero","Fumante","Dia","Horario","Tamanho_Mesa","Avaliacao_Servico","Possui_Criancas","Percentual_Esperado_Gorjeta"
27.62,4.84,"Masculino","Nao","Sab","Jantar",4,5,"Nao",0.1273
16.47,2.24,"Feminino","Sim","Qui","Almoco",3,4,"Nao",0.1679
27.38,3.94,"Feminino","Sim","Qui","Jantar",2,4,"Nao",0.1404
17.16,3.59,"Masculino","Nao","Qui","Jantar",3,2,"Nao",0.196
11.48,2.46,"Masculino","Nao","Dom","Almoco",2,5,"Nao",0.239
12,2.69,"Masculino","Sim","Sab","Almoco",2,5,"Nao",0.2277
64.51,7.61,"Masculino","Nao","Dom","Jantar",3,4,"Nao",0.1146
44.25,10.96,"Feminino","Sim","Sex","Almoco",1,5,"Nao",0.2233
16.43,4.61,"Masculino","Nao","Qui","Jantar",2,5,"Nao",0.1814
10.9,2.25,"Masculino","Nao","Qui","Jantar",2,3,"Nao",0.1438
43.9,9.04,"Feminino","Nao","Dom","Jantar",3,4,"Nao",0.218
28.32,7.01,"Masculino","Sim","Dom","Almoco",4,3,"Nao",0.2241
7.94,1.4,"Masculino","Nao","Qui","Almoco",4,3,"Nao",0.1888
13.78,2.12,"Feminino","Nao","Dom","Almoco",2,5,"Sim",0.1103
33.25,6.42,"Masculino","Nao","Sab","Jantar",3,3,"Nao",0.1624
39.32,6.64,"Feminino","Sim","Sab","Almoco",2,5,"Nao",0.1335
28.05,5.02,"Feminino","Nao","Sab","Jantar",1,2,"Nao",0.1755
10.59,0.5,"Masculino","Sim","Dom","Jantar",3,4,"Nao",0.1127
18.64,5.28,"Masculino","Sim","Qui","Almoco",3,3,"Nao",0.2266
25.22,5.52,"Feminino","Nao","Sex","Jantar",2,5,"Nao",0.2021
34.12,5.24,"Feminino","Nao","Qui","Jantar",3,3,"Sim",0.1443
5.71,0.81,"Masculino","Nao","Sex","Almoco",2,3,"Nao",0.2149
21.15,4.24,"Feminino","Sim","Sex","Jantar",3,4,"Nao",0.1583
34.87,6.49,"Masculino","Nao","Sab","Jantar",4,3,"Nao",0.1918
8.34,1.8,"Masculino","Nao","Dom","Jantar",3,3,"Nao",0.2185
10.35,1.78,"Feminino","Sim","Dom","Jantar",2,5,"Nao",0.115
44.36,10.46,"Masculino","Sim","Sex","Jantar",2,4,"Nao",0.2374
7.32,1.17,"Masculino","Sim","Sab","Almoco",2,2,"Nao",0.1499
23.13,4.83,"Masculino","Sim","Dom","Almoco",4,5,"Sim",0.1731
17.69,4.14,"Masculino","Sim","Sex","Jantar",3,3,"Nao",0.2404
19.27,2.06,"Masculino","Nao","Sab","Jantar",2,1,"Nao",0.1452
16.96,4.62,"Feminino","Nao","Qui","Jantar",4,5,"Sim",0.1911
15.96,3.78,"Feminino","Sim","Qui","Jantar",2,2,"Nao",0.2384
24.49,4.98,"Feminino","Sim","Sab","Jantar",2,5,"Nao",0.2111
21.79,3.37,"Masculino","Nao","Sab","Almoco",4,2,"Nao",0.1727
9.12,1.98,"Feminino","Nao","Qui","Jantar",4,4,"Nao",0.2484
9.12,0.93,"Masculino","Sim","Sab","Jantar",4,3,"Sim",0.1906
23.67,3.58,"Masculino","Sim","Qui","Jantar",2,4,"Nao",0.1622
37.38,11.19,"Feminino","Nao","Qui","Jantar",2,5,"Nao",0.2487
18.4,4.93,"Masculino","Nao","Qui","Jantar",2,4,"Nao",0.2355
20.74,3.71,"Feminino","Sim","Qui","Almoco",6,3,"Nao",0.1673
17.86,2.6,"Masculino","Sim","Qui","Jantar",2,2,"Sim",0.148
7.14,1.32,"Feminino","Nao","Sab","Jantar",2,3,"Sim",0.18
13.19,2.32,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.1652
19.3,6.27,"Feminino","Sim","Dom","Jantar",2,5,"Nao",0.2377
20.65,2.4,"Feminino","Sim","Dom","Almoco",5,2,"Nao",0.1386
7.89,1.01,"Masculino","Nao","Sab","Jantar",2,2,"Nao",0.1246
18.71,4.47,"Feminino","Nao","Qui","Almoco",3,4,"Nao",0.2346
22.72,5.45,"Feminino","Sim","Dom","Jantar",2,5,"Sim",0.2244
16.56,3.33,"Feminino","Nao","Dom","Jantar",2,5,"Nao",0.1687
14.55,1.57,"Feminino","Sim","Qui","Jantar",2,3,"Sim",0.1456
30.56,7.89,"Masculino","Sim","Dom","Almoco",2,4,"Sim",0.2429
23.98,4.11,"Masculino","Nao","Sab","Jantar",3,4,"Nao",0.1964
28.18,4.22,"Feminino","Sim","Qui","Jantar",5,3,"Nao",0.1505
25.74,4.45,"Masculino","Nao","Qui","Jantar",3,4,"Sim",0.165
26.07,6.18,"Masculino","Nao","Qui","Jantar",4,3,"Nao",0.2336
13.05,4.33,"Masculino","Sim","Sex","Jantar",2,3,"Nao",0.2366
43.91,11.28,"Feminino","Nao","Qui","Jantar",3,2,"Nao",0.2371
32.75,7.51,"Feminino","Nao","Qui","Almoco",2,4,"Nao",0.2106
22.27,2.33,"Masculino","Sim","Qui","Jantar",4,2,"Sim",0.1159
21.39,1.92,"Feminino","Nao","Sab","Jantar",2,2,"Nao",0.1013
34.34,5.53,"Masculino","Nao","Dom","Almoco",2,1,"Nao",0.1922
24.85,3.33,"Feminino","Nao","Sab","Jantar",4,3,"Nao",0.1423
11.32,1.03,"Masculino","Nao","Qui","Almoco",2,4,"Sim",0.1664
43.2,6.28,"Masculino","Nao","Sab","Jantar",2,4,"Sim",0.1357
8.69,1.03,"Feminino","Nao","Sab","Jantar",2,5,"Nao",0.1112
14.73,2.37,"Masculino","Sim","Sab","Jantar",3,4,"Nao",0.1428
25.3,5.44,"Masculino","Nao","Sab","Almoco",2,3,"Nao",0.2021
51.61,10.03,"Masculino","Nao","Dom","Almoco",4,5,"Nao",0.1451
54.57,7.88,"Masculino","Sim","Sab","Almoco",4,4,"Nao",0.1474
28.9,6.82,"Masculino","Sim","Dom","Almoco",2,5,"Nao",0.225
13.84,1.61,"Feminino","Nao","Qui","Almoco",2,3,"Nao",0.1275
15.84,2.29,"Masculino","Nao","Sab","Almoco",2,2,"Nao",0.1402
20.68,2.52,"Masculino","Nao","Sab","Jantar",3,4,"Nao",0.1153
42.52,10.44,"Masculino","Nao","Sab","Jantar",2,5,"Sim",0.1948
24.84,5.76,"Masculino","Nao","Sab","Almoco",2,3,"Nao",0.2174
34.08,4.23,"Masculino","Nao","Qui","Almoco",5,4,"Nao",0.112
20.11,3.78,"Masculino","Nao","Qui","Jantar",5,4,"Nao",0.1555
25.36,4.62,"Masculino","Nao","Qui","Jantar",2,4,"Nao",0.1618
41.2,6.95,"Masculino","Sim","Dom","Jantar",4,4,"Nao",0.1753
29.15,3.34,"Feminino","Nao","Sex","Jantar",2,3,"Nao",0.1128
17.71,3.85,"Masculino","Nao","Dom","Jantar",2,2,"Sim",0.2058
22.76,1.65,"Masculino","Nao","Sex","Jantar",4,4,"Nao",0.1059
24.78,3.51,"Masculino","Sim","Qui","Almoco",2,3,"Nao",0.1369
54.01,6.82,"Masculino","Sim","Sab","Jantar",3,3,"Nao",0.1129
16.82,2.84,"Masculino","Sim","Sab","Jantar",4,1,"Nao",0.2257
11.57,0.86,"Feminino","Sim","Sab","Almoco",2,1,"Nao",0.1096
34.11,5.74,"Masculino","Nao","Sex","Jantar",3,3,"Sim",0.1507
14.23,3.09,"Feminino","Nao","Dom","Jantar",3,4,"Nao",0.2048
15.49,3.32,"Masculino","Nao","Qui","Jantar",6,4,"Nao",0.2356
10.55,1.23,"Feminino","Nao","Sab","Jantar",3,1,"Nao",0.1237
35.15,3.7,"Feminino","Nao","Sab","Jantar",4,4,"Nao",0.105
17.41,4.24,"Masculino","Sim","Sab","Jantar",3,5,"Nao",0.2072
15.71,2.37,"Masculino","Sim","Sex","Almoco",6,4,"Nao",0.1634
36.51,4.83,"Masculino","Sim","Sab","Jantar",2,2,"Nao",0.1184
72.64,12.48,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.1802
21.2,3.43,"Feminino","Sim","Sab","Jantar",4,2,"Nao",0.1481
13.64,3.01,"Feminino","Nao","Dom","Jantar",4,5,"Nao",0.1924
18.49,3.87,"Feminino","Sim","Qui","Jantar",2,2,"Nao",0.1988
9.43,1.56,"Masculino","Nao","Dom","Jantar",3,2,"Sim",0.1497
8.96,1.81,"Masculino","Nao","Sab","Almoco",2,3,"Nao",0.2225
27.18,2.99,"Masculino","Sim","Dom","Jantar",4,4,"Nao",0.126
35.06,3.43,"Masculino","Sim","Sab","Almoco",2,4,"Nao",0.1118
23.65,5.56,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.2419
25,4.76,"Masculino","Nao","Dom","Jantar",4,4,"Nao",0.2019
6.83,1.66,"Masculino","Nao","Qui","Jantar",3,3,"Nao",0.1752
48.35,5.67,"Masculino","Sim","Qui","Jantar",6,3,"Nao",0.1273
25.9,4.47,"Feminino","Sim","Sex","Jantar",2,4,"Sim",0.1701
20.8,4.78,"Feminino","Sim","Qui","Almoco",2,2,"Nao",0.2361
11.11,0.93,"Masculino","Sim","Dom","Jantar",3,4,"Nao",0.1153
43.24,8.05,"Feminino","Nao","Sex","Jantar",3,3,"Nao",0.1753
13.54,2.64,"Feminino","Nao","Sab","Jantar",2,3,"Nao",0.1725
28.44,2.79,"Masculino","Sim","Dom","Jantar",3,1,"Nao",0.108
13.28,1.12,"Masculino","Sim","Qui","Jantar",2,1,"Nao",0.1288
13.17,1.64,"Masculino","Sim","Sab","Jantar",5,4,"Sim",0.1498
28.62,4.13,"Masculino","Nao","Sab","Almoco",2,4,"Nao",0.1506
10.49,1.83,"Masculino","Sim","Qui","Jantar",3,4,"Sim",0.2115
47.9,7.93,"Masculino","Nao","Dom","Jantar",2,2,"Nao",0.1601
14.14,1.62,"Masculino","Nao","Sab","Jantar",5,4,"Nao",0.1478
18.24,3.23,"Masculino","Nao","Qui","Jantar",2,4,"Sim",0.184
32.65,6.44,"Feminino","Nao","Sab","Jantar",1,4,"Nao",0.2029
26.8,4.64,"Masculino","Nao","Sab","Jantar",1,5,"Nao",0.1302
42.09,8.83,"Masculino","Nao","Qui","Jantar",4,5,"Nao",0.1848
16.88,4.04,"Masculino","Sim","Qui","Jantar",2,4,"Nao",0.23
12.39,2.21,"Masculino","Nao","Qui","Jantar",2,3,"Sim",0.1294
28.53,1.96,"Feminino","Nao","Dom","Jantar",2,4,"Nao",0.1118
45.7,8.53,"Masculino","Sim","Qui","Jantar",2,4,"Nao",0.1671
13.45,3.58,"Feminino","Sim","Dom","Almoco",3,4,"Nao",0.1665
7.13,1.35,"Feminino","Nao","Dom","Jantar",2,4,"Nao",0.1136
13.31,3.77,"Masculino","Nao","Sab","Almoco",2,2,"Nao",0.2457
27.23,5.37,"Masculino","Sim","Sex","Jantar",6,3,"Nao",0.2009
17.08,5.82,"Masculino","Nao","Qui","Jantar",4,5,"Nao",0.2406
20.64,4.93,"Masculino","Sim","Qui","Jantar",2,3,"Nao",0.2107
18.29,5.05,"Masculino","Nao","Sab","Jantar",2,5,"Sim",0.1981
19.22,3.42,"Masculino","Nao","Sab","Jantar",4,4,"Nao",0.1776
26.84,5.78,"Masculino","Nao","Dom","Jantar",2,4,"Nao",0.2418
47.31,11.04,"Feminino","Nao","Dom","Almoco",2,4,"Nao",0.2278
8.69,2.61,"Feminino","Sim","Dom","Jantar",4,4,"Sim",0.2151
13.08,3.67,"Masculino","Nao","Sab","Jantar",4,1,"Nao",0.2165
31.25,5.35,"Masculino","Nao","Dom","Jantar",2,3,"Nao",0.1743
7.57,0.78,"Feminino","Nao","Qui","Jantar",1,4,"Sim",0.1041
19.42,4.29,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.2277
32.51,5.32,"Masculino","Nao","Sab","Jantar",3,3,"Sim",0.1772
29.74,7.39,"Masculino","Sim","Dom","Almoco",2,5,"Nao",0.1818
53.5,12.67,"Feminino","Sim","Sex","Jantar",4,4,"Nao",0.2374
26.27,5.11,"Feminino","Nao","Qui","Jantar",2,4,"Sim",0.18
18.38,4.18,"Masculino","Nao","Qui","Jantar",2,3,"Nao",0.2068
10.87,1.9,"Masculino","Nao","Sex","Jantar",2,4,"Nao",0.1706
21.38,3.09,"Feminino","Nao","Sab","Almoco",2,5,"Nao",0.1045
15.74,4.11,"Masculino","Nao","Qui","Jantar",4,5,"Sim",0.1911
23.67,5.13,"Feminino","Nao","Dom","Jantar",2,5,"Nao",0.1942
19.81,2.49,"Masculino","Nao","Dom","Almoco",3,3,"Nao",0.1146
17.56,3.97,"Masculino","Nao","Dom","Jantar",2,5,"Nao",0.1656
61.93,9.51,"Masculino","Nao","Qui","Jantar",2,5,"Sim",0.1233
11.05,1.18,"Feminino","Sim","Sab","Almoco",2,1,"Sim",0.2284
29.5,4.58,"Masculino","Nao","Dom","Jantar",2,3,"Nao",0.1501
47.69,10.71,"Masculino","Nao","Sab","Almoco",2,4,"Nao",0.2187
12.7,2.66,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.2234
21.9,3.13,"Feminino","Nao","Sex","Jantar",3,5,"Nao",0.1402
8.09,1.47,"Feminino","Nao","Qui","Jantar",2,4,"Nao",0.1814
27.4,2.75,"Feminino","Nao","Dom","Almoco",2,5,"Nao",0.1003
20.05,2.57,"Masculino","Nao","Sab","Jantar",3,5,"Nao",0.1284
18.52,2.94,"Masculino","Nao","Sex","Jantar",6,3,"Nao",0.1947
25.6,3.29,"Masculino","Nao","Sex","Jantar",2,4,"Nao",0.1557
15.42,3.46,"Masculino","Nao","Sab","Jantar",2,5,"Sim",0.2445
17.21,3.08,"Masculino","Sim","Sab","Jantar",2,2,"Nao",0.1635
14.59,2.21,"Feminino","Nao","Dom","Almoco",2,4,"Sim",0.1257
16.07,3.77,"Feminino","Nao","Sab","Jantar",2,2,"Sim",0.2123
20.14,3.95,"Masculino","Nao","Qui","Almoco",6,5,"Nao",0.1208
16.29,3.23,"Masculino","Nao","Sex","Jantar",2,3,"Nao",0.1552
25.34,2.03,"Masculino","Nao","Sab","Almoco",3,4,"Nao",0.102
19.99,3.69,"Masculino","Sim","Sex","Almoco",4,5,"Nao",0.1904
19.43,2.57,"Masculino","Nao","Sex","Almoco",2,5,"Nao",0.1346
18.06,2.19,"Feminino","Nao","Dom","Jantar",2,2,"Nao",0.1484
21.04,3.91,"Feminino","Nao","Dom","Almoco",4,4,"Nao",0.1587
18.56,5.06,"Masculino","Nao","Sab","Jantar",2,3,"Nao",0.2476
18.33,4.53,"Feminino","Sim","Qui","Jantar",4,5,"Nao",0.1673
158.61,38.44,"Feminino","Nao","Qui","Jantar",2,5,"Nao",0.2053
10.17,1.81,"Masculino","Nao","Sab","Jantar",2,3,"Nao",0.1442
10.89,1.87,"Masculino","Sim","Dom","Jantar",5,3,"Nao",0.166
18.43,4.4,"Masculino","Nao","Sab","Jantar",2,5,"Sim",0.1379
7.53,1.42,"Masculino","Nao","Sex","Jantar",2,3,"Nao",0.102
74.85,10.2,"Masculino","Nao","Sab","Jantar",2,2,"Nao",0.1363
20.19,3.09,"Masculino","Nao","Sab","Jantar",3,5,"Nao",0.1132
47.51,4.87,"Masculino","Sim","Dom","Jantar",4,3,"Sim",0.1104
22.56,1.71,"Feminino","Nao","Sex","Jantar",4,5,"Nao",0.1033
26.53,6.24,"Masculino","Sim","Sab","Almoco",2,3,"Nao",0.2376
23.44,4.24,"Feminino","Nao","Dom","Jantar",5,3,"Nao",0.1777
29.21,3.94,"Feminino","Sim","Qui","Jantar",2,4,"Nao",0.1389
54.24,6.3,"Feminino","Sim","Sab","Jantar",3,4,"Nao",0.128
18.98,3.7,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.1772
35.53,6.64,"Masculino","Nao","Qui","Almoco",4,3,"Nao",0.1872
21.4,2.42,"Masculino","Nao","Sab","Jantar",2,2,"Nao",0.1421
54.11,10.27,"Masculino","Sim","Dom","Jantar",2,4,"Sim",0.1907
27.78,3.51,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.1454
12.52,2.79,"Feminino","Sim","Sab","Jantar",2,4,"Nao",0.225
8.54,1.34,"Masculino","Nao","Sex","Almoco",2,4,"Nao",0.1823
12.67,1.73,"Masculino","Nao","Qui","Almoco",2,5,"Nao",0.1214
13,0.89,"Feminino","Nao","Sex","Jantar",2,1,"Sim",0.1233
26.1,4.09,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.169
15.96,3.65,"Masculino","Nao","Sab","Jantar",2,2,"Nao",0.2189
22,6.3,"Feminino","Sim","Sab","Jantar",3,5,"Nao",0.2374
35.18,7.61,"Feminino","Nao","Dom","Almoco",4,4,"Nao",0.2324
10.48,1.79,"Feminino","Nao","Dom","Almoco",2,2,"Nao",0.2133
13,3.94,"Masculino","Sim","Sab","Jantar",2,3,"Nao",0.2218
19.57,2.01,"Feminino","Nao","Sab","Jantar",2,1,"Nao",0.1863
5.18,0.68,"Masculino","Nao","Sex","Jantar",2,3,"Nao",0.1582
20.73,5,"Feminino","Sim","Qui","Jantar",2,3,"Nao",0.248
19.61,3.42,"Masculino","Sim","Sab","Jantar",4,4,"Nao",0.1827
24.94,5.15,"Masculino","Sim","Sex","Jantar",3,4,"Nao",0.183
22.05,5.44,"Masculino","Sim","Dom","Jantar",2,4,"Nao",0.2445
7.08,1.57,"Masculino","Nao","Sab","Jantar",3,5,"Nao",0.1648
23.69,3.43,"Feminino","Nao","Sab","Jantar",2,4,"Nao",0.1192
23.83,2.59,"Feminino","Sim","Qui","Jantar",3,4,"Nao",0.1043
15.55,2,"Masculino","Sim","Sex","Jantar",2,1,"Nao",0.172
25.41,5.7,"Masculino","Nao","Sab","Jantar",2,5,"Nao",0.2032
10.47,2.09,"Feminino","Nao","Sab","Jantar",6,4,"Nao",0.1424
11.28,3.44,"Feminino","Nao","Dom","Jantar",4,5,"Nao",0.1929
28.09,3.8,"Masculino","Sim","Dom","Jantar",4,4,"Sim",0.1232
13.11,1.73,"Masculino","Nao","Dom","Almoco",4,4,"Nao",0.1453
7.98,1.04,"Masculino","Nao","Qui","Jantar",2,4,"Nao",0.139
19.66,2.58,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.1375
18.74,2.15,"Masculino","Nao","Sab","Jantar",6,5,"Nao",0.1209
19.79,2.76,"Masculino","Nao","Qui","Jantar",2,3,"Nao",0.1414
18.56,3.59,"Feminino","Nao","Sab","Almoco",2,5,"Nao",0.1703
18.15,2.31,"Masculino","Nao","Dom","Almoco",2,5,"Nao",0.1298
37.16,7.99,"Feminino","Nao","Qui","Jantar",3,4,"Sim",0.2138
19.2,4.99,"Feminino","Nao","Sab","Almoco",2,3,"Nao",0.2337
32.1,3.69,"Masculino","Nao","Dom","Jantar",4,4,"Nao",0.1361
42.74,8.03,"Feminino","Sim","Sab","Almoco",2,3,"Nao",0.2009
17.16,4.3,"Masculino","Sim","Qui","Jantar",3,4,"Nao",0.2227
29.74,4.36,"Masculino","Nao","Sex","Jantar",4,2,"Nao",0.1502
16.22,1.12,"Feminino","Nao","Dom","Jantar",2,4,"Nao",0.1173
14.37,1.86,"Masculino","Nao","Dom","Jantar",2,3,"Nao",0.1414
16.59,3.96,"Masculino","Nao","Dom","Jantar",2,4,"Nao",0.1897
9.62,2.55,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.1963
44.59,4.7,"Masculino","Sim","Sex","Almoco",2,4,"Sim",0.1137
16.43,1.89,"Feminino","Sim","Dom","Jantar",3,3,"Nao",0.1405
12.45,3.05,"Masculino","Nao","Dom","Almoco",2,3,"Nao",0.2222
15.95,3.49,"Masculino","Nao","Dom","Jantar",4,2,"Sim",0.2208
17.94,2.97,"Masculino","Nao","Sab","Jantar",2,3,"Nao",0.1795
15.09,3.02,"Feminino","Nao","Dom","Almoco",2,4,"Nao",0.1449
25.55,5.11,"Feminino","Nao","Sab","Jantar",6,4,"Nao",0.21
18.24,3.1,"Feminino","Nao","Sex","Jantar",4,2,"Nao",0.1989
7.51,0.78,"Feminino","Sim","Dom","Jantar",3,2,"Nao",0.1525
22.79,3.86,"Masculino","Nao","Dom","Jantar",2,2,"Nao",0.1447
18.45,2.45,"Feminino","Nao","Sab","Almoco",2,4,"Nao",0.1176
23.49,5.16,"Masculino","Nao","Sab","Jantar",2,2,"Sim",0.2095
50.1,9.51,"Masculino","Nao","Sex","Almoco",2,4,"Sim",0.1766
16.05,4.06,"Feminino","Nao","Qui","Jantar",2,5,"Nao",0.2067
17.57,6.36,"Feminino","Sim","Sex","Jantar",6,5,"Nao",0.2434
34.62,5.2,"Masculino","Sim","Sex","Jantar",5,4,"Nao",0.1052
44.92,5.4,"Masculino","Nao","Sab","Jantar",2,2,"Nao",0.1035
41.21,9.32,"Masculino","Nao","Dom","Jantar",3,5,"Sim",0.2113
31.11,5.63,"Feminino","Nao","Qui","Jantar",2,5,"Nao",0.1541
33.68,4.92,"Masculino","Nao","Sab","Jantar",2,3,"Nao",0.1439
14.87,3.61,"Masculino","Sim","Sex","Almoco",3,4,"Nao",0.2209
17.24,3.99,"Feminino","Sim","Sab","Almoco",2,4,"Nao",0.2292
14.45,3.33,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.2296
9.75,0.87,"Masculino","Nao","Sab","Jantar",3,3,"Sim",0.1393
25.55,5.81,"Masculino","Nao","Dom","Almoco",2,3,"Sim",0.2121
26.04,5.18,"Masculino","Sim","Qui","Jantar",2,4,"Nao",0.202
23.16,5.74,"Masculino","Nao","Sab","Jantar",6,5,"Nao",0.181
24.27,4.87,"Masculino","Nao","Sab","Almoco",2,4,"Nao",0.1945
24.03,3.81,"Feminino","Nao","Sab","Jantar",3,4,"Nao",0.1267
13.74,1.97,"Masculino","Nao","Sex","Jantar",2,4,"Nao",0.1473
11.03,2.99,"Masculino","Nao","Qui","Jantar",2,3,"Nao",0.1976
14.38,2.58,"Masculino","Nao","Sab","Almoco",2,3,"Nao",0.2344
20.54,2.53,"Feminino","Nao","Sab","Jantar",4,1,"Nao",0.2079
21.56,2.66,"Masculino","Nao","Sab","Jantar",2,3,"Nao",0.1298
24.49,4.59,"Masculino","Nao","Dom","Jantar",6,5,"Nao",0.1324
15.77,2.92,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.2217
16.88,3.04,"Feminino","Sim","Sex","Jantar",2,3,"Nao",0.1849
25.68,3.25,"Masculino","Nao","Dom","Almoco",2,4,"Nao",0.1644
30.63,4.95,"Masculino","Sim","Qui","Jantar",2,4,"Nao",0.181
32.43,3.16,"Masculino","Sim","Sex","Jantar",4,1,"Nao",0.1229
44.72,9.83,"Masculino","Nao","Sex","Jantar",4,5,"Nao",0.1705
11.88,0.73,"Masculino","Nao","Dom","Jantar",4,4,"Nao",0.1279
15.04,3.06,"Feminino","Sim","Sex","Jantar",2,3,"Nao",0.1595
46.09,3.7,"Masculino","Sim","Qui","Almoco",2,2,"Nao",0.1026
25.28,3.76,"Masculino","Sim","Qui","Jantar",3,3,"Sim",0.1571
17.58,3.28,"Feminino","Nao","Sab","Jantar",2,4,"Nao",0.2048
8.32,0.54,"Masculino","Nao","Qui","Jantar",2,2,"Nao",0.153
13.18,1.28,"Feminino","Nao","Sab","Almoco",2,4,"Nao",0.1008
16.39,4.16,"Masculino","Nao","Qui","Almoco",3,5,"Sim",0.2093
22.67,2.8,"Masculino","Sim","Sex","Almoco",2,2,"Sim",0.1406
15.7,2.8,"Masculino","Sim","Qui","Jantar",2,1,"Nao",0.2044
23.72,4.35,"Masculino","Nao","Qui","Jantar",2,4,"Nao",0.1699
22.33,2.33,"Masculino","Nao","Dom","Jantar",2,3,"Nao",0.106
19.57,5.05,"Feminino","Nao","Qui","Almoco",2,5,"Nao",0.2236
18.55,2.13,"Feminino","Sim","Sab","Jantar",2,4,"Sim",0.122
50.92,11.74,"Masculino","Sim","Sab","Jantar",4,4,"Nao",0.2034
13.51,2.62,"Feminino","Nao","Dom","Jantar",3,4,"Nao",0.1854
20.04,4.87,"Masculino","Nao","Sab","Almoco",5,4,"Nao",0.2362
25.43,6.13,"Masculino","Nao","Dom","Almoco",2,4,"Nao",0.2468
26.59,5.18,"Masculino","Sim","Sab","Almoco",6,4,"Nao",0.1537
14.66,1.83,"Masculino","Nao","Dom","Jantar",3,3,"Nao",0.1265
17.46,3.99,"Feminino","Nao","Sex","Jantar",4,4,"Nao",0.2222
10.55,2.37,"Masculino","Sim","Sab","Jantar",2,5,"Nao",0.1614
21.48,3.88,"Masculino","Sim","Sab","Almoco",2,4,"Nao",0.1642
21.99,2.93,"Masculino","Sim","Sex","Jantar",4,5,"Nao",0.1386
24.42,4.6,"Masculino","Nao","Qui","Jantar",2,5,"Nao",0.158
15.65,4.04,"Masculino","Nao","Dom","Almoco",2,3,"Nao",0.2285
11.43,2.09,"Feminino","Nao","Sab","Almoco",2,1,"Nao",0.1687
16.37,4.07,"Masculino","Sim","Sex","Jantar",4,5,"Nao",0.2272
14.49,1.48,"Masculino","Nao","Sab","Jantar",4,4,"Nao",0.1492
35.66,8.71,"Masculino","Nao","Dom","Jantar",2,5,"Nao",0.2133
28.04,5.59,"Masculino","Sim","Sex","Almoco",2,2,"Nao",0.2035
20.79,5.19,"Masculino","Nao","Sab","Almoco",2,4,"Nao",0.2383
11.15,2.55,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.2242
29.03,7.38,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.2469
14.81,3,"Masculino","Sim","Qui","Almoco",2,2,"Nao",0.2105
17.88,2.45,"Masculino","Sim","Dom","Almoco",3,4,"Nao",0.1006
27.03,7.5,"Masculino","Nao","Sab","Jantar",4,3,"Nao",0.2466
33.13,3.39,"Feminino","Nao","Sab","Almoco",4,5,"Nao",0.1105
9.82,1.15,"Masculino","Nao","Qui","Almoco",2,4,"Nao",0.141
19.3,3.22,"Feminino","Nao","Dom","Almoco",2,4,"Nao",0.1741
18.21,3,"Masculino","Nao","Sab","Jantar",2,2,"Sim",0.1143
42.82,6.21,"Masculino","Nao","Qui","Jantar",4,3,"Sim",0.1548
29.23,7.15,"Feminino","Sim","Sab","Almoco",2,3,"Nao",0.2324
66.1,14.5,"Masculino","Nao","Qui","Jantar",2,3,"Nao",0.2144
6.3,2.31,"Masculino","Nao","Qui","Jantar",2,5,"Sim",0.2229
31.44,7.64,"Feminino","Sim","Dom","Almoco",3,3,"Nao",0.2137
27.49,3.5,"Masculino","Sim","Qui","Jantar",3,4,"Sim",0.1497
42.83,10.13,"Masculino","Sim","Sex","Almoco",2,2,"Nao",0.2259
23.24,3.57,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.1435
27.19,4.43,"Masculino","Sim","Sab","Jantar",2,5,"Nao",0.143
18.35,3.18,"Masculino","Nao","Sab","Almoco",2,4,"Nao",0.1476
28.35,6.16,"Masculino","Sim","Dom","Almoco",4,3,"Nao",0.2229
12.9,3.29,"Masculino","Nao","Sab","Almoco",2,3,"Nao",0.1984
29.71,5.56,"Masculino","Nao","Qui","Jantar",2,3,"Sim",0.1952
11.79,2.19,"Masculino","Nao","Sab","Jantar",2,2,"Nao",0.1757
40.23,5.31,"Masculino","Sim","Sab","Jantar",2,4,"Sim",0.1266
20.9,5.32,"Feminino","Nao","Dom","Jantar",2,3,"Sim",0.2327
16.19,4.68,"Masculino","Sim","Qui","Jantar",2,4,"Nao",0.2367
16.26,2.31,"Feminino","Nao","Dom","Jantar",2,2,"Nao",0.1218
22.53,5.28,"Feminino","Sim","Qui","Jantar",4,5,"Nao",0.2269
25.12,5.54,"Feminino","Sim","Sex","Almoco",3,5,"Nao",0.1809
42.59,4.88,"Masculino","Nao","Sab","Jantar",3,4,"Nao",0.1399
26.09,3.3,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.1261
